PMID,sent_id,year,journal,title,doi,text,gene,trait,ontology_id,ontology_type,confidence,evidence_code,source_db
25141278,4912865,2014,PloS one,Virus-mediated chemical changes in rice plants impact the relationship between non-vector planthopper Nilaparvata lugens Stål and its egg parasitoid Anagrus nilaparvatae Pang et Wang.,,"We sought to clarify the wider ecological role of the plant virus in each trophic level of rice plants and to provide a solid basis for better prevention and sustainable management of rice planthoppers during SRBSDV epidemics.The rice variety for rearing BPH and WBPH, susceptible TN1, was provided by the International Rice Research Institute (IRRI), the Philippines.",,,,,,,
24504629,4271053,2014,Molecular genetics and genomics : MGG,Small brown planthopper resistance loci in wild rice (Oryza officinalis).,,"However, up to date, few rice germplasm accessions that are resistant to the all three kinds of planthoppers (1) brown planthopper (BPH; Nilaparvata lugens Stal), (2) the small brown planthopper (SBPH; Laodelphax striatellus Fallen), and (3) the whitebacked planthopper (WBPH, Sogatella furcifera Horvath) have been identified; consequently, the genetic basis for host-plant broad spectrum resistance to rice planthoppers in a single variety has been seldom studied.",,,,,,,
24886295,4629943,2014,BMC plant biology,"Quantitative trait loci identification, fine mapping and gene expression profiling for ovicidal response to whitebacked planthopper (Sogatella furcifera Horvath) in rice (Oryza sativa L.).",,"First, the ovicidal trait in doubled haploid rice lines derived from a WBPH-resistant cultivar (CJ06) and a WBPH-susceptible cultivar (TN1) were phenotyped based on the necrotic symptoms of the leaf sheaths and EM.",,,,,,,
35241961,5494976,2014,International journal of insect science,Impact of Day Intervals on Sequential Infestations of the Rice Leaffolder Cnaphalocrocis medinalis (Guenée) (Lepidoptera: Pyralidae) and the White-Backed Rice Planthopper Sogatella furcifera (Horváth) on Rice Grain Damage.,,"The effect of infestations of the BPH N. lugens (Stal) at a later stage, after a RLF infestation at the early stage, of rice growth on yield loss may be different from that of WRARR because BPH infestations are more serious than WBPH infestations.",,,,,,,
35241961,5494903,2014,International journal of insect science,Impact of Day Intervals on Sequential Infestations of the Rice Leaffolder Cnaphalocrocis medinalis (Guenée) (Lepidoptera: Pyralidae) and the White-Backed Rice Planthopper Sogatella furcifera (Horváth) on Rice Grain Damage.,,"The objective of the present study was to determine the effects of different DIs between sequential infestations of RLF and WBPH on grain damage to provide a scientific basis for the rational application of pesticides and the reduction of pesticide use.The Japonica rice variety, Ninjing 4, was used in these experiments.",,,,,,,
24886295,4630071,2014,BMC plant biology,"Quantitative trait loci identification, fine mapping and gene expression profiling for ovicidal response to whitebacked planthopper (Sogatella furcifera Horvath) in rice (Oryza sativa L.).",,"Bph14 encodes a coiled-coil, nucleotide-binding, and leucine rich repeat (CC-NB-LRR) protein and confers resistance to BPHs, another major insect rice pest in Asia.In this study, we performed QTL mapping for the rice ovicidal response that causes the death of WBPH eggs and finely mapped a major QTL for WL production that was delimited to an approximately 122.1-kb DNA region.",,,,,,,
24987489,4754410,2014,"Rice (New York, N.Y.)","Gene response in rice plants treated with continuous fog influenced by pH, was similar to that treated with biotic stress.",,The transcriptome data of rice plants with biotic stress treatment were derived from GSE9450 (infection with blast fungus for 2 days) and GSE8811 (infestation with whitebacked planthopper for 2 days).,,,,,,,
24886295,4630109,2014,BMC plant biology,"Quantitative trait loci identification, fine mapping and gene expression profiling for ovicidal response to whitebacked planthopper (Sogatella furcifera Horvath) in rice (Oryza sativa L.).",,These results will facilitate isolating this important resistance gene and its use in breeding WBPH-resistance rice.The WBPH-resistant japonica CJ06 and WBPH-susceptible indica TN1 varieties were used as parents to make hybrids.,,,,,,,
24886295,4629950,2014,BMC plant biology,"Quantitative trait loci identification, fine mapping and gene expression profiling for ovicidal response to whitebacked planthopper (Sogatella furcifera Horvath) in rice (Oryza sativa L.).",,"Notably, four genes in the 122-kb region of the qWL6 locus were differentially regulated between CJ06 and TN1 in response to the WBPH infestation, suggesting they may be candidate resistance genes.The information obtained from the fine mapping of qWL6 and the microarray analyses will facilitate the isolation of this important resistance gene and its use in breeding WBPH-resistant rice.Rice (Oryza sativa L.) is one of the world's most important crops, providing a staple food for nearly half of the global population.",,,,,,,
24886295,4629964,2014,BMC plant biology,"Quantitative trait loci identification, fine mapping and gene expression profiling for ovicidal response to whitebacked planthopper (Sogatella furcifera Horvath) in rice (Oryza sativa L.).",,"Thus, the exploitation of host plant resistance has generally been considered one of the most economical and environmentally friendly approaches for the management of WBPHs.Classical genetic analysis of selected rice accessions has led to the identification of six major WBHP-resistance genes, Wbph1 to Wbph6 .",,,,,,,
24886295,4629987,2014,BMC plant biology,"Quantitative trait loci identification, fine mapping and gene expression profiling for ovicidal response to whitebacked planthopper (Sogatella furcifera Horvath) in rice (Oryza sativa L.).",,"To this end, we conducted a microarray analysis to compare the gene expression changes in WBPH-infested and uninfested CJ06 and TN1 plants.CJ06, a japonica rice resistant to WBPHs, and TN1, an indica rice susceptible to WBPHs, exhibited pronounced differences in the necrotic discoloration of the leaf sheaths following oviposition by WBPHs (Figure 1).",,,,,,,
25141278,4912978,2014,PloS one,Virus-mediated chemical changes in rice plants impact the relationship between non-vector planthopper Nilaparvata lugens Stål and its egg parasitoid Anagrus nilaparvatae Pang et Wang.,,"Non-vector BPH and WBPH feeding on RBSDV-infected rice plants had improved ecological fitness, and this promoted the expansion of non-vector insect populations under natural conditions.",,,,,,,
24886295,4630064,2014,BMC plant biology,"Quantitative trait loci identification, fine mapping and gene expression profiling for ovicidal response to whitebacked planthopper (Sogatella furcifera Horvath) in rice (Oryza sativa L.).",,"In an effort to use host-plant defenses, attempts to resolve the genetic basis of WBPH resistance in rice have resulted in the identification of the six primary genes Wbph1 to Wbph6 .",,,,,,,
24023750,3719699,2013,PloS one,Development of transgenic cotton lines expressing Allium sativum agglutinin (ASAL) for enhanced resistance against major sap-sucking pests.,,"Earlier, it was reported that over-expression of mannose-specific lectins (ASAL and GNA) in transgenic rice lines proved more effective in reducing survival, fecundity and feeding ability of major sap-sucking insects, viz., BPH, GLH and WBPH.",,,,,,,
23631705,3350581,2013,Virology journal,Quantitative detection of relative expression levels of the whole genome of Southern rice black-streaked dwarf virus and its replication in different hosts.,,"Primer pair for the 13 SRBSDV genes was designed to amplify a 70 bp to 250 bp product (rice and corn 18S rRNA primer as described before; WBPH 18S rRNA primer as described before), which was verified by nucleotide sequencing and agarose gel electrophoresis (Additional file 4).",,,,,,,
23591851,3316981,2013,International journal of molecular sciences,Detection of quantitative trait loci (QTLs) for resistances to small brown planthopper and rice stripe virus in rice using recombinant inbred lines.,,"Similarly, both BPH and whitebacked planthopper (WBPH) resistances were reported to be rare in japonica germplasm; however, both have been found in indica types and in certain wild relatives.",,,,,,,
23663428,3377814,2013,Virology journal,"Effects of southern rice black-streaked dwarf virus on the development and fecundity of its vector, Sogatella furcifera.",,"Although a longer nymphal period benefits viral acquisition and transmission by nymphs and might increase rice infection rate, in general, SRBSDV infection of the vectors and host plants was unfavorable to WBPH population expansion.Southern rice black-streaked dwarf virus (SRBSDV) is a novel species in the genus Fijivirus, family Reoviridae, proposed by Zhang et al. and Zhou et al. in 2008.",,,,,,,
22048639,2258642,2012,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,Mapping and pyramiding of two major genes for resistance to the brown planthopper (Nilaparvata lugens [Stål]) in the rice cultivar ADR52.,,"Here, we report the genetic basis of the high level of BPH resistance derived from an Indian rice cultivar, ADR52, which was previously identified as resistant to the whitebacked planthopper (Sogatella furcifera [Horvath]).",,,,,,,
23228240,2948947,2012,BMC genomics,Identification of transcription factors potential related to brown planthopper resistance in rice via microarray expression profiling.,,"We identified a total of 21 TF genes that are probably involved in BPH resistance in the resistant rice variety, RHT.BPH: Brown planthopper; TF: Transcription factors; RHT: Rathu Heenati; TN1: Taichun Native 1; FC: Fold change; HR: Hypersensitive response; SA: Salicylic acid; JA: Jasmonic acid; ET: Ethylene; WBPH: White-backed planthopper; qPCR: Quantitative reverse-transcription PCR.The authors declare that they have no competing interests.YW, XM conceived and designed the study, and wrote the manuscript.",,,,,,,
22558400,2462811,2012,PloS one,Transcriptome and comparative gene expression analysis of Sogatella furcifera (Horváth) in response to southern rice black-streaked dwarf virus.,,"Southern rice black-streaked dwarf virus (SRBSDV), transmitted by WBPH, has become a great threat to rice production in East Asia.By de novo transcriptome assembling and massive parallel pyrosequencing, we constructed two transcriptomes of WBPH and profiled the alternation of gene expression in response to SRBSDV infection in transcriptional level.",,,,,,,
22048639,2086662,2011,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,Mapping and pyramiding of two major genes for resistance to the brown planthopper (Nilaparvata lugens [Stål]) in the rice cultivar ADR52.,,"The objectives of the present study were to (1) determine the genetic basis of the resistance derived from an Indian cultivar, ADR52 by quantitative trait locus (QTL) analysis (2) perform more detailed mapping of two candidate loci for BPH resistance, and (3) characterize the resistance to the most recently migrated BPH strain, which arrived in Japan in 2006 using preliminary near-isogenic lines (pre-NILs) and a preliminary pyramided line (pre-PYL) carrying these loci.To perform the QTL analysis for resistance to BPH, we used an F2 population derived from a cross between a susceptible japonica cultivar, Taichung 65 (T65), and a resistant indica cultivar, ADR52, that was previously reported to be resistant to the whitebacked planthopper (Sogatella furcifera [Horvath]).",,,,,,,
19891707,1242123,2010,The Plant journal : for cell and molecular biology,"Role of hydroperoxide lyase in white-backed planthopper (Sogatella furcifera Horváth)-induced resistance to bacterial blight in rice, Oryza sativa L.",,A large-scale screening using a rice DNA microarray and quantitative RT-PCR revealed that WBPH infestation caused the upregulation of more defence-related genes than did BPH infestation.,,,,,,,
19891707,1242129,2010,The Plant journal : for cell and molecular biology,"Role of hydroperoxide lyase in white-backed planthopper (Sogatella furcifera Horváth)-induced resistance to bacterial blight in rice, Oryza sativa L.",,"Based on these data, we conclude that OsHPL2 and its derived (E)-2-hexenal play some role in WBPH-induced resistance in rice.",,,,,,,
18854007,830239,2008,BMC plant biology,Transgenic rice expressing Allium sativum leaf agglutinin (ASAL) exhibits high-level resistance against major sap-sucking pests.,,"The stable transgenic lines, expressing ASAL, showed explicit resistance against major sap-sucking pests.Allium sativum leaf lectin gene (asal), coding for mannose binding homodimeric protein (ASAL) from garlic plants, has been isolated and introduced into elite indica rice cultivars susceptible to sap-sucking insects, viz., brown planthopper (BPH), green leafhopper (GLH) and whitebacked planthopper (WBPH).",,,,,,,
18854007,830420,2008,BMC plant biology,Transgenic rice expressing Allium sativum leaf agglutinin (ASAL) exhibits high-level resistance against major sap-sucking pests.,,"The reaction was stopped by 1 N H2SO4 and the absorbance was recorded on ELISA reader at 450 nm.Insect bioassays of brown planthopper (BPH), green leafhopper (GLH) and white backed planthopper (WBPH) were carried out on both T1 and T2 asal transgenic plants along with their respective controls as well as susceptible control Taichung Native 1 (TN-1) and resistant checks PTB33, Vikramarya and MO-1 at the Directorate of Rice Research, (DRR), Rajendranagar, Hyderabad.",,,,,,,
18854007,830318,2008,BMC plant biology,Transgenic rice expressing Allium sativum leaf agglutinin (ASAL) exhibits high-level resistance against major sap-sucking pests.,,"In case of WBPH survivors, 18 to 30% could develop into adults on transgenics compared to 70 to 82% adults on control plants (Fig. 8C).Effect of ASAL on the fecundity of BPH, GLH and WBPH was assessed by estimating the total number of nymphs produced by the insects fed on transgenic rice plants.",,,,,,,
18854007,830244,2008,BMC plant biology,Transgenic rice expressing Allium sativum leaf agglutinin (ASAL) exhibits high-level resistance against major sap-sucking pests.,,"In planta insect bioassays on transgenic rice lines revealed potent entomotoxic effects of ASAL on BPH, GLH and WBPH insects, as evidenced by significant decreases in the survival, development and fecundity of the insects.In planta insect bioassays were carried out on asal transgenic rice lines employing standard screening techniques followed in conventional breeding for selection of insect resistant plants.",,,,,,,
18854007,830301,2008,BMC plant biology,Transgenic rice expressing Allium sativum leaf agglutinin (ASAL) exhibits high-level resistance against major sap-sucking pests.,,"Transgenic rice lines (30-day-old) expressing ASAL showed significant resistance towards BPH, GLH and WBPH insects with minimal plant damage (Fig. 6A, B and 6C).",,,,,,,
18854007,830278,2008,BMC plant biology,Transgenic rice expressing Allium sativum leaf agglutinin (ASAL) exhibits high-level resistance against major sap-sucking pests.,,"The stable transgenic lines, expressing ASAL, showed explicit resistance against major sap-sucking insects, viz., BPH, GLH and WBPH.The observations described herein pertain to the isolation of asal gene from garlic plants and its overexpression in two elite indica rice cultivars.",,,,,,,
18854007,830280,2008,BMC plant biology,Transgenic rice expressing Allium sativum leaf agglutinin (ASAL) exhibits high-level resistance against major sap-sucking pests.,,"The various ASAL-expressing rice lines furnished marked resistance against three major sap-sucking pests, viz., BPH, GLH and WBPH.Coding sequence of the asal was isolated from garlic plants through the synthesis of cDNA followed by PCR using gene specific primers.",,,,,,,
18854007,830311,2008,BMC plant biology,Transgenic rice expressing Allium sativum leaf agglutinin (ASAL) exhibits high-level resistance against major sap-sucking pests.,,"The survival of BPH, GLH and WBPH nymphs fed on transgenic rice plants was reduced by ~74- 83%, ~79-84% and ~64-77%, respectively, as compared to that of susceptible control plants (Fig. 7A, B and 7C).",,,,,,,
18854007,830323,2008,BMC plant biology,Transgenic rice expressing Allium sativum leaf agglutinin (ASAL) exhibits high-level resistance against major sap-sucking pests.,,"A mean number of ~8 +- 1.36, ~21 +- 2.12 and ~25 +- 4.06 honeydew units/plant were excreted by BPH, GLH and WBPH, respectively, when fed on different transgenic rice plants compared to ~162 +- 6.7, ~173 +- 6.32 and ~189 +- 7.3 honeydew units/plant observed on control plants (Fig. 10A, B and 10C).",,,,,,,
18854007,830314,2008,BMC plant biology,Transgenic rice expressing Allium sativum leaf agglutinin (ASAL) exhibits high-level resistance against major sap-sucking pests.,,"The survival of WBPH fed on transgenic plants was also reduced to 4.7 +- 1.1, 4.1 +- 1.3 and 3.9 +- 1.1 insects/plant on T49, T51, and T63 lines, respectively, in comparison with 11.9 +- 1.1 and 17.5 +- 1.2 insects observed on control plants (Fig. 7C).First instar nymphs of BPH, GLH and WBPH were released onto transgenic and control rice plants and were monitored for the effect of ASAL on their growth and development.",,,,,,,
18854007,830359,2008,BMC plant biology,Transgenic rice expressing Allium sativum leaf agglutinin (ASAL) exhibits high-level resistance against major sap-sucking pests.,,"Furthermore, fecundity assays conducted on ASAL rice lines revealed significant decline in the nymphal production of BPH, GLH and WBPH insects by ~68%, ~73% and ~67% on Chaitanya transgenic lines and ~64%, ~65% and ~64% on BPT5204 transgenic plants, respectively (Fig. 9A, B and 9C), indicating marked decreases in the fecundity of BPH, GLH and WBPH insects.",,,,,,,
18854007,830348,2008,BMC plant biology,Transgenic rice expressing Allium sativum leaf agglutinin (ASAL) exhibits high-level resistance against major sap-sucking pests.,,"The co-segregation of transgenes further confirms that both bar and asal are integrated and manifest as a single locus.In planta insect bioassays amply indicate that expression of ASAL in transgenic rice lines imparts substantial resistance against BPH, GLH and WBPH insects, as evidenced by decreased insect feeding and declined insect survival, thereby minimizing the damage caused by hopperburn.",,,,,,,
18854007,830377,2008,BMC plant biology,Transgenic rice expressing Allium sativum leaf agglutinin (ASAL) exhibits high-level resistance against major sap-sucking pests.,,"The overall results amply indicate that asal transgenic rice lines exhibit surpassing resistance against BPH, GLH and WBPH insects.",,,,,,,
18854007,830246,2008,BMC plant biology,Transgenic rice expressing Allium sativum leaf agglutinin (ASAL) exhibits high-level resistance against major sap-sucking pests.,,"Our results amply demonstrate that transgenic indica rice harbouring asal exhibit surpassing resistance against BPH, GLH and WBPH insects.",,,,,,,
16180760,331715,2005,Ying yong sheng tai xue bao = The journal of applied ecology,[Virulence of Sogatella furcifera field populations to rice varieties: a determination with electronic monitoring system].,,"The amounts of honeydew excreted by S. furcifera field population on rice varieties N22, ARC, ADR52 and ND in Fuyang County, which carried the dominant resistance gene Wbph 1, Wbph 2, Wbph 3 and Wbph 5, respectively, were not significantly different from each other, but significantly lower than that on TN1.",,,,,,,
15252708,242517,2004,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,Transgenic rice plants expressing the snowdrop lectin gene (gna) exhibit high-level resistance to the whitebacked planthopper (Sogatella furcifera).,,"Transgenic rice plants, expressing snowdrop lectin [Galanthus nivalis agglutinin (GNA)], obtained by Agrobacterium-mediated genetic transformation, were evaluated for resistance against the insect, the whitebacked planthopper (WBPH).",,,,,,,
14666132,216783,2004,Heredity,Two whitebacked planthopper resistance genes in rice share the same loci with those for brown planthopper resistance.,,"QTL analysis of the RILs further confirmed that two WBPH resistance genes were mapped on the same loci as Qbp1 and Qbp2, using a linkage map with 242 molecular markers distributed on 12 rice chromosomes.",,,,,,,
15252708,242516,2004,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,Transgenic rice plants expressing the snowdrop lectin gene (gna) exhibit high-level resistance to the whitebacked planthopper (Sogatella furcifera).,,Transgenic rice plants expressing the snowdrop lectin gene (gna) exhibit high-level resistance to the whitebacked planthopper (Sogatella furcifera).,,,,,,,
12764581,186690,2003,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,"Alien genes introgression and development of monosomic alien addition lines from Oryza latifolia Desv. to rice, Oryza sativa L.",,"Oryza latifolia, a tetraploid wild relative of cultivated rice is an important source of resistance to bacterial blight (BB), the brown planthopper (BPH) and the whitebacked planthopper (WBPH).",,,,,,,
14997651,211482,2003,Ying yong sheng tai xue bao = The journal of applied ecology,[Adaptation of Sogatella furcifera to insect-resistant rice variety N22].,,The adaptation of whitebacked planthopper (WBPH) Sogatella furcifera to insect-resistant rice variety N22 and the variation of its protective enzyme were studied by rearing it successively two generations on N22 and insect-susceptible rice variety TN1 in laboratory.,,,,,,,
24221103,25101,1990,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,"Introgression of genes from Oryza officinalis Well ex Watt to cultivated rice, O. sativa L.",,Two of these genes - for resistance to BPH and WBPH - are of value in rice improvement.,,,,,,,
