PMID,year,journal,title,sentence_count,species_context,genes,themes
28652621,2017,Scientific reports,Silicon amendment is involved in the induction of plant defense responses to a phloem feeder.,9,BPH,,次生代谢与挥发性防御;韧皮部取食界面与结构防御
29114253,2017,Frontiers in plant science,Overexpression of OsRRK1 Changes Leaf Morphology and Defense to Insect in Rice.,7,BPH,OsRRK1;OsLecRK,宿主免疫、肽信号与昆虫效应子;激素、氧化还原与信号调控
28367978,2017,Scientific reports,Use of banker plant system for sustainable management of the most important insect pest in rice fields in China.,4,BPH,,生长防御权衡与农艺环境
28795219,2017,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,"Development of 25 near-isogenic lines (NILs) with ten BPH resistance genes in rice (Oryza sativa L.): production, resistance spectrum, and molecular analysis.",3,BPH,,遗传定位、克隆与抗源部署
28666057,2017,"Plant, cell & environment",Silencing OsSLR1 enhances the resistance of rice to the brown planthopper Nilaparvata lugens.,3,BPH,OsSLR1,生长防御权衡与农艺环境;韧皮部取食界面与结构防御
32704393,2017,"Agronomy (Basel, Switzerland)",Geographic and Research Center Origins of Rice Resistance to Asian Planthoppers and Leafhoppers: Implications for Rice Breeding and Gene Deployment.,3,,Bph1;Bph2;Bph14;Bph15;Bph3;Bph32;Bph4,宿主免疫、肽信号与昆虫效应子;遗传定位、克隆与抗源部署
28647840,2017,Journal of chemical ecology,"Interaction of Ferulic Acid with Glutathione S-Transferase and Carboxylesterase Genes in the Brown Planthopper, Nilaparvata lugens.",3,BPH,,
29107231,2017,Pesticide biochemistry and physiology,Influence of the RDL A301S mutation in the brown planthopper Nilaparvata lugens on the activity of phenylpyrazole insecticides.,2,BPH,,生长防御权衡与农艺环境
28115117,2017,Journal of insect physiology,"Mucin-like protein, a saliva component involved in brown planthopper virulence and host adaptation.",2,BPH,,宿主免疫、肽信号与昆虫效应子
28211500,2017,Scientific reports,Video monitoring of brown planthopper predation in rice shows flaws of sentinel methods.,2,BPH,,生长防御权衡与农艺环境
29089949,2017,Frontiers in plant science,Comparative Proteomic Analysis of Susceptible and Resistant Rice Plants during Early Infestation by Small Brown Planthopper.,2,BPH;SBPH,,激素、氧化还原与信号调控;韧皮部取食界面与结构防御
28789694,2017,Virology journal,Co-infection of two reoviruses increases both viruses accumulation in rice by up-regulating of viroplasm components and movement proteins bilaterally and RNA silencing suppressor unilaterally.,2,BPH;WBPH,,病毒-媒介-水稻三方互作
29093216,2017,The Plant cell,The Coiled-Coil and Nucleotide Binding Domains of BROWN PLANTHOPPER RESISTANCE14 Function in Signaling and Resistance against Planthopper in Rice.,2,BPH,Bph14,遗传定位、克隆与抗源部署
28659941,2017,Frontiers in plant science,Insight into MAS: A Molecular Tool for Development of Stress Resistant and Quality of Rice through Gene Stacking.,1,BPH,Bph14;Bph15,遗传定位、克隆与抗源部署
28912601,2017,Scientific reports,"PHF7, a novel male gene influences female fecundity and population growth in Nilaparvata lugens Stål (Hemiptera: Delphacidae).",1,BPH,,
28270131,2017,BMC biotechnology,Identification of two transcription factors activating the expression of OsXIP in rice defence response.,1,BPH,OsXIP,
28167821,2017,Scientific reports,Variation among conventional cultivars could be used as a criterion for environmental safety assessment of Bt rice on nontarget arthropods.,1,,Bph2;Bph3,遗传定位、克隆与抗源部署;韧皮部取食界面与结构防御
28717048,2017,"G3 (Bethesda, Md.)",RNA-seq of Rice Yellow Stem Borer Scirpophaga incertulas Reveals Molecular Insights During Four Larval Developmental Stages.,1,BPH,,
28191468,2017,BioMed research international,Screening and Expression of a Silicon Transporter Gene (Lsi1) in Wild-Type Indica Rice Cultivars.,1,BPH,,生长防御权衡与农艺环境
28615473,2017,Open biology,Forkhead box transcription factor L2 activates Fcp3C to regulate insect chorion formation.,1,BPH,,
28973571,2017,Journal of insect science (Online),Expression and RNA Interference of Ribosomal Protein L5 Gene in Nilaparvata lugens (Hemiptera: Delphacidae).,1,BPH,Bph2;Bph3,遗传定位、克隆与抗源部署
28326093,2017,Frontiers in plant science,The Complete Chloroplast Genome of Wild Rice (Oryza minuta) and Its Comparison to Related Species.,1,BPH;WBPH,,
28261260,2017,Frontiers in plant science,Induction of Systemic Resistance against Aphids by Endophytic Bacillus velezensis YC7010 via Expressing PHYTOALEXIN DEFICIENT4 in Arabidopsis.,1,BPH,,激素、氧化还原与信号调控;韧皮部取食界面与结构防御
28587595,2017,BMC genomics,Proteomic analysis by iTRAQ-MRM of soybean resistance to Lamprosema Indicate.,1,BPH,,
28543984,2017,Insect molecular biology,Cycle affects imidacloprid efficiency by mediating cytochrome P450 expression in the brown planthopper Nilaparvata lugens.,1,BPH,,
28436098,2017,Plant biotechnology journal,"LecRK-V, an L-type lectin receptor kinase in Haynaldia villosa, plays positive role in resistance to wheat powdery mildew.",1,,Bph3;OsLecRK1-OsLecRK3,宿主免疫、肽信号与昆虫效应子;激素、氧化还原与信号调控;遗传定位、克隆与抗源部署
27876888,2016,Scientific reports,"Bph32, a novel gene encoding an unknown SCR domain-containing protein, confers resistance against the brown planthopper in rice.",36,BPH,Bph32;Bph3;Bph4;Bph20;Bph25;Bph32389B;Bph32p;Bph17;Bph1;Bph2,生长防御权衡与农艺环境;病毒-媒介-水稻三方互作;遗传定位、克隆与抗源部署;韧皮部取食界面与结构防御
27300326,2016,"Rice (New York, N.Y.)",Recent progress on the genetics and molecular breeding of brown planthopper resistance in rice.,30,BPH;WBPH,Bph14;Bph26;Bph4;Bph5;Bph8;Bph17;Bph15;Bph18;Bph25;Bph19;Bph29;Bph7;Bph12;Bph6;Bph1;Bph2;Bph3,宿主免疫、肽信号与昆虫效应子;激素、氧化还原与信号调控;生长防御权衡与农艺环境;遗传定位、克隆与抗源部署;韧皮部取食界面与结构防御
27682162,2016,Scientific reports,Map-based Cloning and Characterization of the BPH18 Gene from Wild Rice Conferring Resistance to Brown Planthopper (BPH) Insect Pest.,28,BPH,Bph18;Bph26;Bph6;Bph15,生长防御权衡与农艺环境;遗传定位、克隆与抗源部署;韧皮部取食界面与结构防御
27704482,2016,"Rice (New York, N.Y.)",Molecular Breeding of Rice Restorer Lines and Hybrids for Brown Planthopper (BPH) Resistance Using the Bph14 and Bph15 Genes.,24,BPH,Bph14;Bph15,生长防御权衡与农艺环境;病毒-媒介-水稻三方互作;遗传定位、克隆与抗源部署;韧皮部取食界面与结构防御
27246014,2016,"Rice (New York, N.Y.)","Marker assisted pyramiding of two brown planthopper resistance genes, Bph3 and Bph27 (t), into elite rice Cultivars.",23,BPH,Bph27;Bph3,生长防御权衡与农艺环境;遗传定位、克隆与抗源部署
27258255,2016,International journal of molecular sciences,The Transcription Factor OsWRKY45 Negatively Modulates the Resistance of Rice to the Brown Planthopper Nilaparvata lugens.,19,BPH,OsWRKY45;OsWRKY45-dependent;OsWRKY45-antisensed,宿主免疫、肽信号与昆虫效应子;次生代谢与挥发性防御;激素、氧化还原与信号调控;生长防御权衡与农艺环境;遗传定位、克隆与抗源部署
27901104,2016,Scientific reports,Development and evaluation of near-isogenic lines for brown planthopper resistance in rice cv. 9311.,9,BPH,Bph14;Bph18;Bph15;Bph17;Bph2;Bph26;Bph29;Bph1;Bph20;Bph24;Bph3;Bph6;Bph10;Bph12;Bph19;Bph21;Bph9;Bph27,宿主免疫、肽信号与昆虫效应子;激素、氧化还原与信号调控;遗传定位、克隆与抗源部署
27990147,2016,Frontiers in plant science,Molecular Characterization of Rice OsLCB2a1 Gene and Functional Analysis of its Role in Insect Resistance.,7,BPH,OsLCB2a1;Bph14;OsHI-XIP,次生代谢与挥发性防御;激素、氧化还原与信号调控
27031005,2016,Plant signaling & behavior,"OsWRKY53, a versatile switch in regulating herbivore-induced defense responses in rice.",7,BPH,OsWRKY53;OsWRKY53-mediated,激素、氧化还原与信号调控
27876748,2016,Scientific reports,Driving Pest Insect Populations: Agricultural Chemicals Lead to an Adaptive Syndrome in Nilaparvata Lugens Stål (Hemiptera: Delphacidae).,6,BPH,,病毒-媒介-水稻三方互作
29568154,2016,"Proceedings of the National Academy of Sciences, India. Section B",Impact of Elevated CO(2) and Temperature on Brown Planthopper Population in Rice Ecosystem.,6,BPH,,生长防御权衡与农艺环境
27924841,2016,Scientific reports,Virus altered rice attractiveness to planthoppers is mediated by volatiles and related to virus titre and expression of defence and volatile-biosynthesis genes.,5,BPH;WBPH,OsHPL3,次生代谢与挥发性防御;生长防御权衡与农艺环境;病毒-媒介-水稻三方互作
26727944,2016,Scientific reports,"Evidence for the presence of biogenic magnetic particles in the nocturnal migratory brown planthopper, Nilaparvata lugens.",4,BPH,,宿主免疫、肽信号与昆虫效应子;次生代谢与挥发性防御;生长防御权衡与农艺环境;病毒-媒介-水稻三方互作
28168155,2016,ChemistryOpen,Diversity-Oriented Synthesis of Natural-Product-like Libraries Containing a 3-Methylbenzofuran Moiety for the Discovery of New Chemical Elicitors.,3,BPH,,宿主免疫、肽信号与昆虫效应子;生长防御权衡与农艺环境
26914608,2016,PloS one,A Comprehensive Assessment of the Effects of Transgenic Cry1Ac/Cry1Ab Rice Huahui 1 on Adult Micraspis discolor (Fabricius) (Coleoptera: Coccinellidae).,3,BPH,,
27791169,2016,Proceedings of the National Academy of Sciences of the United States of America,Allelic diversity in an NLR gene BPH9 enables rice to combat planthopper variation.,3,BPH,Bph9,激素、氧化还原与信号调控;遗传定位、克隆与抗源部署
26739506,2016,Scientific reports,"Adipose triglyceride lipase (Atgl) mediates the antibiotic jinggangmycin-stimulated reproduction in the brown planthopper, Nilaparvata lugens Stål.",2,BPH,,
27693372,2016,Gene,Characterization and comparative profiling of the small RNA transcriptomes in the Hemipteran insect Nilaparvata lugens.,2,BPH,,
27812236,2016,"Crop protection (Guildford, Surrey)",Effects of nitrogen on egg-laying inhibition and ovicidal response in planthopper-resistant rice varieties.,2,,Bph3,生长防御权衡与农艺环境;遗传定位、克隆与抗源部署
27155974,2016,Neotropical entomology,Response of Adult Brown Planthopper Nilaparvata lugens (Stål) to Rice Nutrient Management.,2,BPH,,
26830331,2016,Scientific reports,"Loop replacements with gut-binding peptides in Cry1Ab domain II enhanced toxicity against the brown planthopper, Nilaparvata lugens (Stål).",2,BPH,,
27025496,2016,BMC genomics,The impact and origin of copy number variations in the Oryza species.,2,BPH,Bph14;OsMADS56;OsDCL2b;OsMADS30,
27540739,2016,"Rice (New York, N.Y.)",Updated Rice Kinase Database RKD 2.0: enabling transcriptome and functional analysis of rice kinase genes.,2,BPH,OsRPK1,激素、氧化还原与信号调控;病毒-媒介-水稻三方互作
27045847,2016,PloS one,Mitochondrial Genome Analysis of Wild Rice (Oryza minuta) and Its Comparison with Other Related Species.,1,BPH;WBPH,,
27305948,2016,Scientific reports,Suppressing male spermatogenesis-associated protein 5-like gene expression reduces vitellogenin gene expression and fecundity in Nilaparvata lugens Stål.,1,BPH,,
27414796,2016,PloS one,"Transcriptomic and Expression Analysis of the Salivary Glands in White-Backed Planthoppers, Sogatella furcifera.",1,BPH;WBPH,,宿主免疫、肽信号与昆虫效应子;激素、氧化还原与信号调控
27444416,2016,Scientific reports,"No impact of transgenic cry1C rice on the rove beetle Paederus fuscipes, a generalist predator of brown planthopper Nilaparvata lugens.",1,BPH,,生长防御权衡与农艺环境;韧皮部取食界面与结构防御
27834403,2016,Scientific reports,Erratum: Map-based Cloning and Characterization of the BPH18 Gene from Wild Rice Conferring Resistance to Brown Planthopper (BPH) Insect Pest.,1,BPH,Bph18,遗传定位、克隆与抗源部署
27025598,2016,"Rice (New York, N.Y.)",Association of SNP Haplotypes of HKT Family Genes with Salt Tolerance in Indian Wild Rice Germplasm.,1,BPH,,病毒-媒介-水稻三方互作
26969443,2016,Pesticide biochemistry and physiology,"Silencing of ACO decreases reproduction and energy metabolism in triazophos-treated female brown plant hoppers, Nilaparvata lugens Stål (Hemiptera: Delphacidae).",1,BPH,,
27721443,2016,Scientific reports,"Functional analysis of CYP6ER1, a P450 gene associated with imidacloprid resistance in Nilaparvata lugens.",1,BPH,,
26668110,2016,Journal of insect physiology,Evolving ideas about genetics underlying insect virulence to plant resistance in rice-brown planthopper interactions.,1,BPH,,宿主免疫、肽信号与昆虫效应子
26743769,2016,"Rice (New York, N.Y.)",Rice Improvement Through Genome-Based Functional Analysis and Molecular Breeding in India.,1,BPH,Bph18,次生代谢与挥发性防御;生长防御权衡与农艺环境;遗传定位、克隆与抗源部署
27933072,2016,Frontiers in plant science,Development and Evaluation of Chromosome Segment Substitution Lines Carrying Overlapping Chromosome Segments of the Whole Wild Rice Genome.,1,BPH,Bph14;Bph15,
27805032,2016,Scientific reports,Understanding the immune system architecture and transcriptome responses to southern rice black-streaked dwarf virus in Sogatella furcifera.,1,BPH;WBPH,,宿主免疫、肽信号与昆虫效应子;病毒-媒介-水稻三方互作
27760223,2016,PloS one,Asymmetric Spread of SRBSDV between Rice and Corn Plants by the Vector Sogatella furcifera (Hemiptera: Delphacidae).,1,BPH;WBPH,Bph14;Bph15,病毒-媒介-水稻三方互作;遗传定位、克隆与抗源部署;韧皮部取食界面与结构防御
27909411,2016,Frontiers in physiology,"RNAi Efficiency, Systemic Properties, and Novel Delivery Methods for Pest Insect Control: What We Know So Far.",1,BPH,,
26979747,2016,Plant cell reports,Genetic and biochemical mechanisms of rice resistance to planthopper.,1,BPH,Bph14;Bph26;Bph29;Bph3,遗传定位、克隆与抗源部署
26734057,2015,Frontiers in plant science,Comparing Gene Expression Profiles Between Bt and non-Bt Rice in Response to Brown Planthopper Infestation.,40,BPH,Os06g04990;Os04g56990;OsGSR1;Os01g38610;Os01g73250;Os06g37150;Os12g43440;Os01g37350,激素、氧化还原与信号调控;遗传定位、克隆与抗源部署;韧皮部取食界面与结构防御
26136269,2015,Journal of experimental botany,"Map-based cloning and characterization of BPH29, a B3 domain-containing recessive gene conferring brown planthopper resistance in rice.",25,BPH,Bph29;Bph20;Bph21;Bph30;OsActin1,次生代谢与挥发性防御;激素、氧化还原与信号调控;生长防御权衡与农艺环境;遗传定位、克隆与抗源部署;韧皮部取食界面与结构防御
26641488,2015,PloS one,Application of Brown Planthopper Salivary Gland Extract to Rice Plants Induces Systemic Host mRNA Patterns Associated with Nutrient Remobilization.,14,BPH,,宿主免疫、肽信号与昆虫效应子;生长防御权衡与农艺环境;病毒-媒介-水稻三方互作;韧皮部取食界面与结构防御
26402675,2015,International journal of molecular sciences,"Roles of NlAKTIP in the Growth and Eclosion of the Rice Brown Planthopper, Nilaparvata lugens Stål, as Revealed by RNA Interference.",11,BPH,,生长防御权衡与农艺环境;遗传定位、克隆与抗源部署
26083713,2015,eLife,Prioritizing plant defence over growth through WRKY regulation facilitates infestation by non-target herbivores.,10,BPH,OsWRKY70;OsERF3,激素、氧化还原与信号调控
26719745,2015,Breeding science,Genetic basis of multiple resistance to the brown planthopper (Nilaparvata lugens Stål) and the green rice leafhopper (Nephotettix cincticeps Uhler) in the rice cultivar 'ASD7' (Oryza sativa L. ssp. indica).,9,BPH,Bph26;Bph18,生长防御权衡与农艺环境;遗传定位、克隆与抗源部署
25844112,2015,"Rice (New York, N.Y.)",Pseudo-backcrossing design for rapidly pyramiding multiple traits into a preferential rice variety.,6,BPH,Bph162,生长防御权衡与农艺环境;遗传定位、克隆与抗源部署
26056319,2015,Journal of insect science (Online),Identification and Function Analysis of enolase Gene NlEno1 from Nilaparvata lugens (Stål) (Hemiptera:Delphacidae).,4,BPH,Bph1;Bph2;Bph3,宿主免疫、肽信号与昆虫效应子;生长防御权衡与农艺环境;遗传定位、克隆与抗源部署
26072143,2015,Journal of plant physiology,Phloem-exudate proteome analysis of response to insect brown plant-hopper in rice.,4,BPH,,生长防御权衡与农艺环境;韧皮部取食界面与结构防御
26054241,2015,"Rice (New York, N.Y.)",Functional diversity of jasmonates in rice.,3,BPH,OsHI-LOX;OsHPL3,次生代谢与挥发性防御;激素、氧化还原与信号调控;韧皮部取食界面与结构防御
25995006,2015,Scientific reports,"Apterous A modulates wing size, bristle formation and patterning in Nilaparvata lugens.",3,BPH,,生长防御权衡与农艺环境
26482193,2015,Scientific reports,"RNAi knockdown of acetyl-CoA carboxylase gene eliminates jinggangmycin-enhanced reproduction and population growth in the brown planthopper, Nilaparvata lugens.",2,BPH,,
26690414,2015,International journal of molecular sciences,De Novo Transcriptome Sequencing of Oryza officinalis Wall ex Watt to Identify Disease-Resistance Genes.,2,BPH;WBPH,Bph10;Bph11;Bph12;Bph18,遗传定位、克隆与抗源部署
25682936,2015,Gene,A new finely mapped Oryza australiensis-derived QTL in rice confers resistance to brown planthopper.,2,BPH,,遗传定位、克隆与抗源部署
25611813,2015,Archives of insect biochemistry and physiology,Differentially regulated genes in the salivary glands of brown planthopper after feeding in resistant versus susceptible rice varieties.,2,BPH,,宿主免疫、肽信号与昆虫效应子
26019637,2015,"Biotechnology, biotechnological equipment",Marker-assisted backcrossing: a useful method for rice improvement.,2,,Bph18;Bph3,遗传定位、克隆与抗源部署
26633389,2015,International journal of molecular sciences,Omics-Based Comparative Transcriptional Profiling of Two Contrasting Rice Genotypes during Early Infestation by Small Brown Planthopper.,2,BPH;SBPH;WBPH,,
26042106,2015,Frontiers in microbiology,Editorial: Viruses threatening stable production of cereal crops.,2,BPH;SBPH;WBPH,,病毒-媒介-水稻三方互作;遗传定位、克隆与抗源部署
26185058,2015,Scientific reports,"Silencing a sugar transporter gene reduces growth and fecundity in the brown planthopper, Nilaparvata lugens (Stål) (Hemiptera: Delphacidae).",1,BPH,,生长防御权衡与农艺环境;韧皮部取食界面与结构防御
25612154,2015,Pest management science,Field-evolved resistance to imidacloprid and ethiprole in populations of brown planthopper Nilaparvata lugens collected from across South and East Asia.,1,BPH,,生长防御权衡与农艺环境;病毒-媒介-水稻三方互作
26313963,2015,Environmental entomology,Changes in Endosymbiotic Bacteria of Brown Planthoppers During the Process of Adaptation to Different Resistant Rice Varieties.,1,BPH,Bph2,
26338189,2015,Genome biology and evolution,Genomic Analysis of an Ascomycete Fungus from the Rice Planthopper Reveals How It Adapts to an Endosymbiotic Lifestyle.,1,BPH,,韧皮部取食界面与结构防御
26317505,2015,PloS one,"Farmers' Preference for Rice Traits: Insights from Farm Surveys in Central Luzon, Philippines, 1966-2012.",1,BPH,,
25040350,2015,Journal of integrative plant biology,The regulatory network mediated by circadian clock genes is related to heterosis in rice.,1,BPH,,
25896119,2015,Journal of insect science (Online),"Identification and expression of two novel cytochrome P450 genes, CYP6CV1 and CYP9A38, in Cnaphalocrocis medinalis (Lepidoptera: Pyralidae).",1,BPH,,
26403182,2015,Genome biology,Exploring the rice dispensable genome using a metagenome-like assembly strategy.,1,BPH,Bph14,遗传定位、克隆与抗源部署
26226652,2015,Insect biochemistry and molecular biology,"Herbivory-induced glucose transporter gene expression in the brown planthopper, Nilaparvata lugens.",1,BPH,,
25807055,2015,Viruses,Facilitation of rice stripe virus accumulation in the insect vector by Himetobi P virus VP1.,1,BPH;SBPH;WBPH,,病毒-媒介-水稻三方互作
26483289,2015,Insect biochemistry and molecular biology,A salivary sheath protein essential for the interaction of the brown planthopper with rice plants.,1,BPH,,宿主免疫、肽信号与昆虫效应子
25109872,2014,BMC genomics,BAC and RNA sequencing reveal the brown planthopper resistance gene BPH15 in a recombination cold spot that mediates a unique defense mechanism.,32,BPH,Bph15;Bph14;Bph18;OsCML15,宿主免疫、肽信号与昆虫效应子;激素、氧化还原与信号调控;遗传定位、克隆与抗源部署
25076167,2014,Scientific reports,Map-based cloning and characterization of a brown planthopper resistance gene BPH26 from Oryza sativa L. ssp. indica cultivar ADR52.,26,BPH,Bph26;Bph2;Bph1;Bph14;Bph25;Osaka;Bph10;Bph18;Bph21;Bph9,宿主免疫、肽信号与昆虫效应子;激素、氧化还原与信号调控;生长防御权衡与农艺环境;遗传定位、克隆与抗源部署;韧皮部取食界面与结构防御
25609551,2014,Genome biology,Genomes of the rice pest brown planthopper and its endosymbionts reveal complex complementary contributions for host adaptation.,12,BPH,,宿主免疫、肽信号与昆虫效应子;生长防御权衡与农艺环境;病毒-媒介-水稻三方互作;遗传定位、克隆与抗源部署;韧皮部取食界面与结构防御
24911169,2014,PloS one,Genome-wide mapping of virulence in brown planthopper identifies loci that break down host plant resistance.,9,BPH,Bph1,宿主免疫、肽信号与昆虫效应子;遗传定位、克隆与抗源部署;韧皮部取食界面与结构防御
24533099,2014,PloS one,Transcriptome analysis of fat bodies from two brown planthopper (Nilaparvata lugens) populations with different virulence levels in rice.,9,BPH,Bph1,宿主免疫、肽信号与昆虫效应子;遗传定位、克隆与抗源部署;韧皮部取食界面与结构防御
25516715,2014,International journal of biological sciences,The insect ecdysone receptor is a good potential target for RNAi-based pest control.,5,BPH,,宿主免疫、肽信号与昆虫效应子;生长防御权衡与农艺环境
24618677,2014,PloS one,Will climate change affect outbreak patterns of planthoppers in Bangladesh?,5,BPH,,病毒-媒介-水稻三方互作
24886295,2014,BMC plant biology,"Quantitative trait loci identification, fine mapping and gene expression profiling for ovicidal response to whitebacked planthopper (Sogatella furcifera Horvath) in rice (Oryza sativa L.).",4,BPH;WBPH,Bph14,遗传定位、克隆与抗源部署
25796912,2014,Ying yong sheng tai xue bao = The journal of applied ecology,"[Ecological responses of brown planthopper, Nilaparvata lugens, to triazophos and deltamethrin on transgenic Bt rice lines and their non-Bt parental rice].",4,BPH,,遗传定位、克隆与抗源部署
25141278,2014,PloS one,Virus-mediated chemical changes in rice plants impact the relationship between non-vector planthopper Nilaparvata lugens Stål and its egg parasitoid Anagrus nilaparvatae Pang et Wang.,4,BPH;WBPH,,生长防御权衡与农艺环境;病毒-媒介-水稻三方互作
24870048,2014,Proceedings. Biological sciences,Genetic mapping of the rice resistance-breaking gene of the brown planthopper Nilaparvata lugens.,4,BPH,Bph1,宿主免疫、肽信号与昆虫效应子;遗传定位、克隆与抗源部署
23589438,2014,Pest management science,"Multi-generational effects of rice harboring Bph15 on brown planthopper, Nilaparvata lugens.",3,BPH,Bph15,遗传定位、克隆与抗源部署
35241961,2014,International journal of insect science,Impact of Day Intervals on Sequential Infestations of the Rice Leaffolder Cnaphalocrocis medinalis (Guenée) (Lepidoptera: Pyralidae) and the White-Backed Rice Planthopper Sogatella furcifera (Horváth) on Rice Grain Damage.,2,BPH;WBPH,,生长防御权衡与农艺环境
24466124,2014,PloS one,"Selection and evaluation of potential reference genes for gene expression analysis in the brown planthopper, Nilaparvata lugens (Hemiptera: Delphacidae) using reverse-transcription quantitative PCR.",2,BPH,,韧皮部取食界面与结构防御
25239066,2014,Molecular plant,Cis-12-oxo-phytodienoic acid stimulates rice defense response to a piercing-sucking insect.,2,BPH,,激素、氧化还原与信号调控
24661747,2014,Virology journal,"Southern rice black-streaked dwarf virus (SRBSDV) directly affects the feeding and reproduction behavior of its vector, Sogatella furcifera (Horváth) (Hemiptera: Delphacidae).",1,BPH;WBPH,,病毒-媒介-水稻三方互作
24504629,2014,Molecular genetics and genomics : MGG,Small brown planthopper resistance loci in wild rice (Oryza officinalis).,1,BPH;SBPH;WBPH,,
25064847,2014,Molecular plant,Contrasting effects of ethylene biosynthesis on induced plant resistance against a chewing and a piercing-sucking herbivore in rice.,1,BPH,OsACS2,激素、氧化还原与信号调控;遗传定位、克隆与抗源部署
23434671,2013,International journal of molecular sciences,Proteome Analysis of Rice (Oryza sativa L.) Mutants Reveals Differentially Induced Proteins during Brown Planthopper (Nilaparvata lugens) Infestation.,42,BPH,Bph15;Bph1,遗传定位、克隆与抗源部署;韧皮部取食界面与结构防御
24273431,2013,Breeding science,Development and validation of a PCR-based functional marker system for the brown planthopper resistance gene Bph14 in rice.,12,BPH,Bph14;Bph14P;Bph15,生长防御权衡与农艺环境;遗传定位、克隆与抗源部署;韧皮部取食界面与结构防御
24244529,2013,PloS one,"Comparative transcriptome analysis of salivary glands of two populations of rice brown planthopper, Nilaparvata lugens, that differ in virulence.",12,BPH,Bph1,宿主免疫、肽信号与昆虫效应子;生长防御权衡与农艺环境;病毒-媒介-水稻三方互作;遗传定位、克隆与抗源部署;韧皮部取食界面与结构防御
24280452,2013,"Rice (New York, N.Y.)",Single-feature polymorphism mapping of isogenic rice lines identifies the influence of terpene synthase on brown planthopper feeding preferences.,11,BPH,Bph3;Os04g27430,次生代谢与挥发性防御;遗传定位、克隆与抗源部署
23700450,2013,PloS one,Glutathione S-transferase of brown planthoppers (Nilaparvata lugens) is essential for their adaptation to gramine-containing host plants.,9,BPH,,次生代谢与挥发性防御;韧皮部取食界面与结构防御
24033867,2013,The Plant journal : for cell and molecular biology,A rice lectin receptor-like kinase that is involved in innate immune responses also contributes to seed germination.,5,BPH,OslecRK;Bph15;OslecRK-silenced,宿主免疫、肽信号与昆虫效应子;激素、氧化还原与信号调控;遗传定位、克隆与抗源部署
23396040,2013,Molecular plant,Towards understanding of molecular interactions between rice and the brown planthopper.,4,BPH,Bph14;OsRac1,宿主免疫、肽信号与昆虫效应子;激素、氧化还原与信号调控
23718009,2013,Ying yong sheng tai xue bao = The journal of applied ecology,[Geographical populations of brown planthopper in Nanning of South China and in Vietnam: a comparative study].,2,BPH,Bph1;Bph2;Bph3;Bph4,宿主免疫、肽信号与昆虫效应子
24023750,2013,PloS one,Development of transgenic cotton lines expressing Allium sativum agglutinin (ASAL) for enhanced resistance against major sap-sucking pests.,2,BPH;WBPH,ASAL;GNA,
23920284,2013,Journal of insect physiology,"Zero effect of Bt rice on expression of genes coding for digestion, detoxification and immune responses and developmental performances of brown planthopper Nilaparvata lugens (Stål).",2,BPH,,宿主免疫、肽信号与昆虫效应子
24358146,2013,PloS one,Comparative transcriptome analysis of two rice varieties in response to rice stripe virus and small brown planthoppers during early interaction.,2,BPH;SBPH,,激素、氧化还原与信号调控;病毒-媒介-水稻三方互作
23799924,2013,BMC genomics,"The complete mitochondrial genomes of two rice planthoppers, Nilaparvata lugens and Laodelphax striatellus: conserved genome rearrangement in Delphacidae and discovery of new characteristics of atp8 and tRNA genes.",2,BPH;SBPH,,生长防御权衡与农艺环境
23175467,2013,Pest management science,Pyramiding and evaluation of three dominant brown planthopper resistance genes in the elite indica rice 9311 and its hybrids.,2,BPH,Bph14;Bph15;Bph18,遗传定位、克隆与抗源部署;韧皮部取食界面与结构防御
23001338,2013,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,"Fine mapping and characterization of BPH27, a brown planthopper resistance gene from wild rice (Oryza rufipogon Griff.).",2,BPH,Bph27,遗传定位、克隆与抗源部署
23937246,2013,Insect molecular biology,"Genome-wide screening for components of small interfering RNA (siRNA) and micro-RNA (miRNA) pathways in the brown planthopper, Nilaparvata lugens (Hemiptera: Delphacidae).",1,BPH,,
24303791,2013,Molecular ecology,Molecular basis for insecticide-enhanced thermotolerance in the brown planthopper Nilaparvata lugens Stål (Hemiptera:Delphacidae).,1,BPH,,
24312218,2013,PloS one,Evaluation of the potential effect of transgenic rice expressing Cry1Ab on the hematology and enzyme activity in organs of female Swiss rats.,1,BPH,,
23591851,2013,International journal of molecular sciences,Detection of quantitative trait loci (QTLs) for resistances to small brown planthopper and rice stripe virus in rice using recombinant inbred lines.,1,BPH;SBPH;WBPH,,病毒-媒介-水稻三方互作;遗传定位、克隆与抗源部署
23228240,2012,BMC genomics,Identification of transcription factors potential related to brown planthopper resistance in rice via microarray expression profiling.,30,BPH;WBPH,Bph3;OsERF3,激素、氧化还原与信号调控;遗传定位、克隆与抗源部署
22544984,2012,Pesticide biochemistry and physiology,Possible connection between imidacloprid-induced changes in rice gene transcription profiles and susceptibility to the brown plant hopper Nilaparvatalugens Stål (Hemiptera: Delphacidae).,19,BPH,,次生代谢与挥发性防御;韧皮部取食界面与结构防御
